"11902","1. FC Nuernberg","Hannover 96",3,1,3,2002,2002-08-25 11:30:00
"11903","Schalke 04","Hertha BSC Berlin",0,0,3,2002,2002-08-25 11:30:00
"11904","Hertha BSC Berlin","Borussia Moenchengladbach",1,2,4,2002,2002-09-10 14:00:00
"11905","Bayern Muenchen","TSV 1860 Muenchen",3,1,4,2002,2002-09-10 14:00:00
"11906","Werder Bremen","1. FC Nuernberg",4,1,4,2002,2002-09-10 14:00:00
"11907","VfL Bochum","Borussia Dortmund",0,0,4,2002,2002-09-10 14:00:00
"11908","VfL Wolfsburg","Hamburger SV",2,1,4,2002,2002-09-11 14:00:00
"11909","Hannover 96","Energie Cottbus",1,3,4,2002,2002-09-11 14:00:00
"11910","Hansa Rostock","Bayer Leverkusen",1,3,4,2002,2002-09-11 14:00:00
"11911","VfB Stuttgart","Schalke 04",1,1,4,2002,2002-09-11 14:00:00
"11912","1. FC Kaiserslautern","Arminia Bielefeld",1,1,4,2002,2002-09-11 14:00:00
"11913","Energie Cottbus","Werder Bremen",0,1,5,2002,2002-09-14 09:30:00
"11914","1. FC Nuernberg","Bayern Muenchen",1,2,5,2002,2002-09-14 09:30:00
"11915","TSV 1860 Muenchen","VfL Wolfsburg",2,2,5,2002,2002-09-14 09:30:00
"11916","Arminia Bielefeld","Hertha BSC Berlin",0,1,5,2002,2002-09-14 09:30:00
"11917","Borussia Moenchengladbach","VfB Stuttgart",1,1,5,2002,2002-09-14 09:30:00
"11918","Bayer Leverkusen","Hannover 96",1,3,5,2002,2002-09-14 09:30:00
"11919","Borussia Dortmund","Schalke 04",1,1,5,2002,2002-09-14 09:30:00
"11920","Hamburger SV","1. FC Kaiserslautern",2,0,5,2002,2002-09-15 11:30:00
"11921","VfL Bochum","Hansa Rostock",0,1,5,2002,2002-09-15 11:30:00
"11922","Hertha BSC Berlin","Hamburger SV",2,0,6,2002,2002-09-21 09:30:00
"11923","VfL Wolfsburg","1. FC Nuernberg",0,2,6,2002,2002-09-21 09:30:00
"11924","Bayern Muenchen","Energie Cottbus",3,1,6,2002,2002-09-21 09:30:00
"11925","Werder Bremen","Bayer Leverkusen",3,2,6,2002,2002-09-21 09:30:00
"11926","Hannover 96","VfL Bochum",2,2,6,2002,2002-09-21 09:30:00
"11927","Hansa Rostock","Borussia Dortmund",0,1,6,2002,2002-09-21 09:30:00
"11928","1. FC Kaiserslautern","TSV 1860 Muenchen",0,0,6,2002,2002-09-21 09:30:00
"11929","Schalke 04","Borussia Moenchengladbach",2,1,6,2002,2002-09-22 11:30:00
"11930","VfB Stuttgart","Arminia Bielefeld",3,0,6,2002,2002-09-22 11:30:00
"11931","Energie Cottbus","VfL Wolfsburg",0,1,7,2002,2002-09-28 09:30:00
"11932","TSV 1860 Muenchen","Hertha BSC Berlin",1,0,7,2002,2002-09-28 09:30:00
"11933","Hamburger SV","VfB Stuttgart",3,2,7,2002,2002-09-28 09:30:00
"11934","Arminia Bielefeld","Schalke 04",2,1,7,2002,2002-09-28 09:30:00
"11935","Hansa Rostock","Hannover 96",1,2,7,2002,2002-09-28 09:30:00
"11936","Bayer Leverkusen","Bayern Muenchen",2,1,7,2002,2002-09-28 09:30:00
"11937","Borussia Dortmund","Borussia Moenchengladbach",1,0,7,2002,2002-09-28 09:30:00
"11938","1. FC Nuernberg","1. FC Kaiserslautern",1,0,7,2002,2002-09-29 11:30:00
"11939","VfL Bochum","Werder Bremen",1,4,7,2002,2002-09-29 11:30:00
"11940","Hertha BSC Berlin","1. FC Nuernberg",2,1,8,2002,2002-10-05 09:30:00
"11941","VfL Wolfsburg","Bayer Leverkusen",2,0,8,2002,2002-10-05 09:30:00
"11942","Bayern Muenchen","VfL Bochum",4,1,8,2002,2002-10-05 09:30:00
"11943","Hannover 96","Borussia Dortmund",0,3,8,2002,2002-10-05 09:30:00
"11944","Borussia Moenchengladbach","Arminia Bielefeld",3,0,8,2002,2002-10-05 09:30:00
"11945","Schalke 04","Hamburger SV",3,0,8,2002,2002-10-05 09:30:00
"11946","1. FC Kaiserslautern","Energie Cottbus",4,0,8,2002,2002-10-05 09:30:00
"11947","Werder Bremen","Hansa Rostock",0,0,8,2002,2002-10-06 11:30:00
"11948","VfB Stuttgart","TSV 1860 Muenchen",4,1,8,2002,2002-10-06 11:30:00
"11949","Energie Cottbus","Hertha BSC Berlin",0,2,9,2002,2002-10-19 09:30:00
"11950","TSV 1860 Muenchen","Schalke 04",3,0,9,2002,2002-10-19 09:30:00
"11951","Hamburger SV","Borussia Moenchengladbach",1,0,9,2002,2002-10-19 09:30:00
"11952","Hannover 96","Werder Bremen",4,4,9,2002,2002-10-19 09:30:00
"11953","Hansa Rostock","Bayern Muenchen",0,1,9,2002,2002-10-19 09:30:00
"11954","Bayer Leverkusen","1. FC Kaiserslautern",1,0,9,2002,2002-10-19 09:30:00
"11955","Borussia Dortmund","Arminia Bielefeld",0,0,9,2002,2002-10-19 09:30:00
"11956","1. FC Nuernberg","VfB Stuttgart",1,2,9,2002,2002-10-20 11:30:00
"11957","VfL Bochum","VfL Wolfsburg",4,2,9,2002,2002-10-20 11:30:00
"11958","Hertha BSC Berlin","Bayer Leverkusen",1,1,10,2002,2002-10-26 09:30:00
"11959","Bayern Muenchen","Hannover 96",3,3,10,2002,2002-10-26 09:30:00
"11960","Werder Bremen","Borussia Dortmund",1,4,10,2002,2002-10-26 09:30:00
"11961","Arminia Bielefeld","Hamburger SV",2,1,10,2002,2002-10-26 09:30:00
"11962","Borussia Moenchengladbach","TSV 1860 Muenchen",0,1,10,2002,2002-10-26 09:30:00
"11963","Schalke 04","1. FC Nuernberg",1,1,10,2002,2002-10-26 09:30:00
"11964","VfB Stuttgart","Energie Cottbus",0,0,10,2002,2002-10-26 09:30:00
"11965","VfL Wolfsburg","Hansa Rostock",1,0,10,2002,2002-10-27 11:30:00
"11966","1. FC Kaiserslautern","VfL Bochum",0,2,10,2002,2002-11-13 12:30:00
"11967","Energie Cottbus","Schalke 04",0,1,11,2002,2002-11-02 09:30:00
"11968","1. FC Nuernberg","Borussia Moenchengladbach",2,1,11,2002,2002-11-02 09:30:00
"11969","TSV 1860 Muenchen","Arminia Bielefeld",3,1,11,2002,2002-11-02 09:30:00
"11970","Hannover 96","VfL Wolfsburg",3,1,11,2002,2002-11-02 09:30:00
"11971","Hansa Rostock","1. FC Kaiserslautern",2,2,11,2002,2002-11-02 09:30:00
"11972","Bayer Leverkusen","VfB Stuttgart",0,1,11,2002,2002-11-02 09:30:00
"11973","Borussia Dortmund","Hamburger SV",1,1,11,2002,2002-11-02 09:30:00
"11974","Werder Bremen","Bayern Muenchen",2,0,11,2002,2002-11-03 11:30:00
"11975","VfL Bochum","Hertha BSC Berlin",3,0,11,2002,2002-11-03 11:30:00
"11976","VfL Wolfsburg","Werder Bremen",3,1,12,2002,2002-11-09 09:30:00
"11977","Bayern Muenchen","Borussia Dortmund",2,1,12,2002,2002-11-09 09:30:00
"11978","Hamburger SV","TSV 1860 Muenchen",1,0,12,2002,2002-11-09 09:30:00
"11979","Arminia Bielefeld","1. FC Nuernberg",0,1,12,2002,2002-11-09 09:30:00
"11980","Schalke 04","Bayer Leverkusen",0,1,12,2002,2002-11-09 09:30:00
"11981","VfB Stuttgart","VfL Bochum",3,2,12,2002,2002-11-09 09:30:00
"11982","1. FC Kaiserslautern","Hannover 96",0,1,12,2002,2002-11-09 09:30:00
"11983","Hertha BSC Berlin","Hansa Rostock",3,1,12,2002,2002-11-10 11:30:00
"11984","Borussia Moenchengladbach","Energie Cottbus",3,0,12,2002,2002-11-10 11:30:00
"11985","Energie Cottbus","Arminia Bielefeld",2,1,13,2002,2002-11-16 09:30:00
"11986","1. FC Nuernberg","Hamburger SV",1,3,13,2002,2002-11-16 09:30:00
"11987","Bayern Muenchen","VfL Wolfsburg",1,0,13,2002,2002-11-16 09:30:00
"11988","Hannover 96","Hertha BSC Berlin",0,1,13,2002,2002-11-16 09:30:00
"11989","Hansa Rostock","VfB Stuttgart",1,1,13,2002,2002-11-16 09:30:00
"11990","Bayer Leverkusen","Borussia Moenchengladbach",2,2,13,2002,2002-11-16 09:30:00
"11991","Borussia Dortmund","TSV 1860 Muenchen",1,0,13,2002,2002-11-16 09:30:00
"11992","Werder Bremen","1. FC Kaiserslautern",5,3,13,2002,2002-11-17 11:30:00
"11993","VfL Bochum","Schalke 04",0,2,13,2002,2002-11-17 11:30:00
"11994","Hertha BSC Berlin","Werder Bremen",0,1,14,2002,2002-11-23 09:30:00
"11995","VfL Wolfsburg","Borussia Dortmund",2,0,14,2002,2002-11-23 09:30:00
"11996","Arminia Bielefeld","Bayer Leverkusen",2,2,14,2002,2002-11-23 09:30:00
"11997","Borussia Moenchengladbach","VfL Bochum",2,2,14,2002,2002-11-23 09:30:00
"11998","Schalke 04","Hansa Rostock",2,2,14,2002,2002-11-23 09:30:00
"11999","VfB Stuttgart","Hannover 96",3,0,14,2002,2002-11-23 09:30:00
"12000","1. FC Kaiserslautern","Bayern Muenchen",0,2,14,2002,2002-11-23 09:30:00
"12001","TSV 1860 Muenchen","1. FC Nuernberg",2,2,14,2002,2002-11-24 11:30:00
"12002","Hamburger SV","Energie Cottbus",1,1,14,2002,2002-11-24 11:30:00
"12003","Energie Cottbus","TSV 1860 Muenchen",3,4,15,2002,2002-11-30 09:30:00
"12004","1. FC Nuernberg","Borussia Dortmund",1,2,15,2002,2002-11-30 09:30:00
"12005","Bayern Muenchen","Hertha BSC Berlin",2,0,15,2002,2002-11-30 09:30:00
"12006","Hansa Rostock","Borussia Moenchengladbach",3,1,15,2002,2002-11-30 09:30:00
"12007","VfL Bochum","Arminia Bielefeld",0,3,15,2002,2002-11-30 09:30:00
"12008","Bayer Leverkusen","Hamburger SV",2,3,15,2002,2002-11-30 09:30:00
"12009","1. FC Kaiserslautern","VfL Wolfsburg",2,0,15,2002,2002-11-30 09:30:00
"12010","Werder Bremen","VfB Stuttgart",3,1,15,2002,2002-12-01 11:30:00
"12011","Hannover 96","Schalke 04",0,2,15,2002,2002-12-01 11:30:00
"12012","Hertha BSC Berlin","VfL Wolfsburg",2,2,16,2002,2002-12-07 09:30:00
"12013","1. FC Nuernberg","Energie Cottbus",2,2,16,2002,2002-12-07 09:30:00
"12014","TSV 1860 Muenchen","Bayer Leverkusen",0,3,16,2002,2002-12-07 09:30:00
"12015","Arminia Bielefeld","Hansa Rostock",3,0,16,2002,2002-12-07 09:30:00
"12016","Schalke 04","Werder Bremen",1,1,16,2002,2002-12-07 09:30:00
"12017","VfB Stuttgart","Bayern Muenchen",0,3,16,2002,2002-12-07 09:30:00
"12018","Borussia Dortmund","1. FC Kaiserslautern",3,1,16,2002,2002-12-07 09:30:00
"12019","Hamburger SV","VfL Bochum",1,1,16,2002,2002-12-08 11:30:00
"12020","Borussia Moenchengladbach","Hannover 96",1,0,16,2002,2002-12-08 11:30:00
"12021","Energie Cottbus","Borussia Dortmund",0,4,17,2002,2002-12-14 09:30:00
"12022","Bayern Muenchen","Schalke 04",0,0,17,2002,2002-12-14 09:30:00
"12023","Werder Bremen","Borussia Moenchengladbach",2,0,17,2002,2002-12-14 09:30:00
"12024","Hannover 96","Arminia Bielefeld",0,0,17,2002,2002-12-14 09:30:00
"12025","Hansa Rostock","Hamburger SV",0,0,17,2002,2002-12-14 09:30:00
"12026","VfL Bochum","TSV 1860 Muenchen",1,1,17,2002,2002-12-14 09:30:00
"12027","Bayer Leverkusen","1. FC Nuernberg",0,2,17,2002,2002-12-14 09:30:00
"12028","VfL Wolfsburg","VfB Stuttgart",1,2,17,2002,2002-12-15 11:30:00
"12029","1. FC Kaiserslautern","Hertha BSC Berlin",2,1,17,2002,2002-12-15 11:30:00
"12030","VfL Bochum","1. FC Nuernberg",2,1,18,2002,2003-01-25 09:30:00
"12031","Hansa Rostock","TSV 1860 Muenchen",1,4,18,2002,2003-01-25 09:30:00
"12032","Hannover 96","Hamburger SV",2,2,18,2002,2003-01-25 09:30:00
"12033","Werder Bremen","Arminia Bielefeld",2,2,18,2002,2003-01-25 09:30:00
"12034","VfL Wolfsburg","Schalke 04",1,2,18,2002,2003-01-25 09:30:00
"12035","1. FC Kaiserslautern","VfB Stuttgart",1,2,18,2002,2003-01-25 09:30:00
"12036","Hertha BSC Berlin","Borussia Dortmund",2,1,18,2002,2003-01-25 09:30:00
"12037","Bayer Leverkusen","Energie Cottbus",0,3,18,2002,2003-01-26 11:30:00
"12038","Bayern Muenchen","Borussia Moenchengladbach",3,0,18,2002,2003-01-26 14:00:00
"12039","VfB Stuttgart","Hertha BSC Berlin",3,1,19,2002,2003-02-01 09:30:00
"12040","Arminia Bielefeld","Bayern Muenchen",0,0,19,2002,2003-02-01 09:30:00
"12041","TSV 1860 Muenchen","Hannover 96",0,1,19,2002,2003-02-01 09:30:00
"12042","1. FC Nuernberg","Hansa Rostock",0,1,19,2002,2003-02-01 09:30:00
"12043","Energie Cottbus","VfL Bochum",2,1,19,2002,2003-02-01 09:30:00
"12044","Schalke 04","1. FC Kaiserslautern",2,2,19,2002,2003-02-01 09:30:00
"12045","Hamburger SV","Werder Bremen",1,0,19,2002,2003-02-02 11:30:00
"12046","Borussia Dortmund","Bayer Leverkusen",2,0,19,2002,2003-02-02 11:30:00
"12047","Borussia Moenchengladbach","VfL Wolfsburg",2,0,19,2002,2003-02-19 12:15:00
"12048","Hansa Rostock","Energie Cottbus",0,0,20,2002,2003-02-08 09:30:00
"12049","Hannover 96","1. FC Nuernberg",4,2,20,2002,2003-02-08 09:30:00
"12050","Werder Bremen","TSV 1860 Muenchen",1,2,20,2002,2003-02-08 09:30:00
"12051","VfL Wolfsburg","Arminia Bielefeld",2,0,20,2002,2003-02-08 09:30:00
"12052","1. FC Kaiserslautern","Borussia Moenchengladbach",2,0,20,2002,2003-02-08 09:30:00
"12053","Hertha BSC Berlin","Schalke 04",4,2,20,2002,2003-02-08 09:30:00
"12054","VfL Bochum","Bayer Leverkusen",2,1,20,2002,2003-02-08 09:30:00
"12055","Bayern Muenchen","Hamburger SV",1,1,20,2002,2003-02-09 11:30:00
"12056","VfB Stuttgart","Borussia Dortmund",1,0,20,2002,2003-02-09 11:30:00
"12057","Hamburger SV","VfL Wolfsburg",2,0,21,2002,2003-02-15 09:30:00
"12058","TSV 1860 Muenchen","Bayern Muenchen",0,5,21,2002,2003-02-15 09:30:00
"12059","1. FC Nuernberg","Werder Bremen",1,0,21,2002,2003-02-15 09:30:00
"12060","Bayer Leverkusen","Hansa Rostock",1,2,21,2002,2003-02-15 09:30:00
"12061","Borussia Dortmund","VfL Bochum",4,1,21,2002,2003-02-15 09:30:00
"12062","Schalke 04","VfB Stuttgart",2,0,21,2002,2003-02-15 09:30:00
"12063","Arminia Bielefeld","1. FC Kaiserslautern",1,1,21,2002,2003-02-15 09:30:00
"12064","Borussia Moenchengladbach","Hertha BSC Berlin",0,2,21,2002,2003-02-16 11:30:00
"12065","Energie Cottbus","Hannover 96",3,0,21,2002,2003-02-16 11:30:00
"12066","Werder Bremen","Energie Cottbus",0,1,22,2002,2003-02-22 09:30:00
"12067","Bayern Muenchen","1. FC Nuernberg",2,0,22,2002,2003-02-22 09:30:00
"12068","VfL Wolfsburg","TSV 1860 Muenchen",1,1,22,2002,2003-02-22 09:30:00
"12069","1. FC Kaiserslautern","Hamburger SV",2,0,22,2002,2003-02-22 09:30:00
"12070","Hansa Rostock","VfL Bochum",1,1,22,2002,2003-02-22 09:30:00
"12071","Hannover 96","Bayer Leverkusen",1,2,22,2002,2003-02-22 09:30:00
"12072","Schalke 04","Borussia Dortmund",2,2,22,2002,2003-02-22 09:30:00
"12073","Hertha BSC Berlin","Arminia Bielefeld",0,0,22,2002,2003-02-23 11:30:00
"12074","VfB Stuttgart","Borussia Moenchengladbach",4,0,22,2002,2003-02-23 11:30:00
"12075","1. FC Nuernberg","VfL Wolfsburg",1,1,23,2002,2003-03-01 09:30:00
"12076","Energie Cottbus","Bayern Muenchen",0,2,23,2002,2003-03-01 09:30:00
"12077","Bayer Leverkusen","Werder Bremen",3,0,23,2002,2003-03-01 09:30:00
"12078","VfL Bochum","Hannover 96",1,2,23,2002,2003-03-01 09:30:00
"12079","Borussia Dortmund","Hansa Rostock",2,0,23,2002,2003-03-01 09:30:00
"12080","Borussia Moenchengladbach","Schalke 04",2,2,23,2002,2003-03-01 09:30:00
"12081","TSV 1860 Muenchen","1. FC Kaiserslautern",0,0,23,2002,2003-03-01 09:30:00
"12082","Hamburger SV","Hertha BSC Berlin",1,0,23,2002,2003-03-02 11:30:00
"12083","Arminia Bielefeld","VfB Stuttgart",0,1,23,2002,2003-03-02 11:30:00
"12084","VfL Wolfsburg","Energie Cottbus",3,2,24,2002,2003-03-08 09:30:00
"12085","Hertha BSC Berlin","TSV 1860 Muenchen",6,0,24,2002,2003-03-08 09:30:00
"12086","VfB Stuttgart","Hamburger SV",1,1,24,2002,2003-03-08 09:30:00
"12087","Schalke 04","Arminia Bielefeld",1,1,24,2002,2003-03-08 09:30:00
"12088","Werder Bremen","VfL Bochum",2,0,24,2002,2003-03-08 09:30:00
"12089","Bayern Muenchen","Bayer Leverkusen",3,0,24,2002,2003-03-08 09:30:00
"12090","Borussia Moenchengladbach","Borussia Dortmund",1,0,24,2002,2003-03-08 09:30:00
"12091","1. FC Kaiserslautern","1. FC Nuernberg",5,0,24,2002,2003-03-09 11:30:00
"12092","Hannover 96","Hansa Rostock",3,1,24,2002,2003-03-09 11:30:00
"12093","Bayer Leverkusen","VfL Wolfsburg",1,1,25,2002,2003-03-15 09:30:00
"12094","VfL Bochum","Bayern Muenchen",1,4,25,2002,2003-03-15 09:30:00
"12095","Hansa Rostock","Werder Bremen",1,0,25,2002,2003-03-15 09:30:00
"12096","Borussia Dortmund","Hannover 96",2,0,25,2002,2003-03-15 09:30:00
"12097","Arminia Bielefeld","Borussia Moenchengladbach",4,1,25,2002,2003-03-15 09:30:00
"12098","Hamburger SV","Schalke 04",3,1,25,2002,2003-03-15 09:30:00
"12099","Energie Cottbus","1. FC Kaiserslautern",1,3,25,2002,2003-03-15 09:30:00
"12100","1. FC Nuernberg","Hertha BSC Berlin",0,3,25,2002,2003-03-16 11:30:00
"12101","TSV 1860 Muenchen","VfB Stuttgart",0,1,25,2002,2003-03-16 11:30:00
"12102","Schalke 04","TSV 1860 Muenchen",1,1,26,2002,2003-03-22 09:30:00
"12103","Borussia Moenchengladbach","Hamburger SV",2,0,26,2002,2003-03-22 09:30:00
"12104","Werder Bremen","Hannover 96",1,2,26,2002,2003-03-22 09:30:00
"12105","Bayern Muenchen","Hansa Rostock",1,0,26,2002,2003-03-22 09:30:00
"12106","VfL Wolfsburg","VfL Bochum",2,0,26,2002,2003-03-22 09:30:00
"12107","1. FC Kaiserslautern","Bayer Leverkusen",1,0,26,2002,2003-03-22 09:30:00
"12108","Arminia Bielefeld","Borussia Dortmund",0,0,26,2002,2003-03-22 09:30:00
"12109","Hertha BSC Berlin","Energie Cottbus",3,1,26,2002,2003-03-23 11:30:00
"12110","VfB Stuttgart","1. FC Nuernberg",0,2,26,2002,2003-03-23 11:30:00
"12111","Bayer Leverkusen","Hertha BSC Berlin",4,1,27,2002,2003-04-05 08:30:00
"12112","Hannover 96","Bayern Muenchen",2,2,27,2002,2003-04-05 08:30:00
"12113","Borussia Dortmund","Werder Bremen",1,2,27,2002,2003-04-05 08:30:00
"12114","Hamburger SV","Arminia Bielefeld",1,0,27,2002,2003-04-05 08:30:00
"12115","1. FC Nuernberg","Schalke 04",0,0,27,2002,2003-04-05 08:30:00
"12116","Energie Cottbus","VfB Stuttgart",2,3,27,2002,2003-04-05 08:30:00
"12117","VfL Bochum","1. FC Kaiserslautern",1,1,27,2002,2003-04-05 08:30:00
"12118","Hansa Rostock","VfL Wolfsburg",1,0,27,2002,2003-04-06 11:30:00
"12119","TSV 1860 Muenchen","Borussia Moenchengladbach",2,0,27,2002,2003-04-06 11:30:00
"12120","Borussia Moenchengladbach","1. FC Nuernberg",2,0,28,2002,2003-04-12 09:30:00
"12121","Arminia Bielefeld","TSV 1860 Muenchen",2,1,28,2002,2003-04-12 09:30:00
"12122","Bayern Muenchen","Werder Bremen",0,1,28,2002,2003-04-12 09:30:00
"12123","1. FC Kaiserslautern","Hansa Rostock",1,0,28,2002,2003-04-12 09:30:00
"12124","Hertha BSC Berlin","VfL Bochum",1,0,28,2002,2003-04-12 09:30:00
"12125","VfB Stuttgart","Bayer Leverkusen",3,0,28,2002,2003-04-12 09:30:00
"12126","Hamburger SV","Borussia Dortmund",1,1,28,2002,2003-04-12 09:30:00
"12127","Schalke 04","Energie Cottbus",3,0,28,2002,2003-04-13 11:30:00
"12128","VfL Wolfsburg","Hannover 96",1,0,28,2002,2003-04-13 11:30:00
"12129","Hansa Rostock","Hertha BSC Berlin",0,1,29,2002,2003-04-19 09:30:00
"12130","Werder Bremen","VfL Wolfsburg",0,1,29,2002,2003-04-19 09:30:00
"12131","Borussia Dortmund","Bayern Muenchen",1,0,29,2002,2003-04-19 09:30:00
"12132","TSV 1860 Muenchen","Hamburger SV",1,1,29,2002,2003-04-19 09:30:00
"12133","1. FC Nuernberg","Arminia Bielefeld",0,0,29,2002,2003-04-19 09:30:00
"12134","Energie Cottbus","Borussia Moenchengladbach",1,1,29,2002,2003-04-19 09:30:00
"12135","Hannover 96","1. FC Kaiserslautern",2,1,29,2002,2003-04-19 09:30:00
"12136","Bayer Leverkusen","Schalke 04",1,3,29,2002,2003-04-20 11:30:00
"12137","VfL Bochum","VfB Stuttgart",3,1,29,2002,2003-04-20 11:30:00
"12138","Hamburger SV","1. FC Nuernberg",4,0,30,2002,2003-04-26 09:30:00
"12139","VfL Wolfsburg","Bayern Muenchen",0,2,30,2002,2003-04-26 09:30:00
"12140","Hertha BSC Berlin","Hannover 96",2,0,30,2002,2003-04-26 09:30:00
"12141","VfB Stuttgart","Hansa Rostock",1,1,30,2002,2003-04-26 09:30:00
"12142","Schalke 04","VfL Bochum",1,2,30,2002,2003-04-26 09:30:00
"12143","Borussia Moenchengladbach","Bayer Leverkusen",2,2,30,2002,2003-04-26 09:30:00
"12144","TSV 1860 Muenchen","Borussia Dortmund",0,0,30,2002,2003-04-26 09:30:00
"12145","Arminia Bielefeld","Energie Cottbus",2,2,30,2002,2003-04-27 11:30:00
"12146","1. FC Kaiserslautern","Werder Bremen",1,0,30,2002,2003-04-27 11:30:00
"12147","Werder Bremen","Hertha BSC Berlin",4,2,31,2002,2003-05-03 09:30:00
"12148","Borussia Dortmund","VfL Wolfsburg",2,2,31,2002,2003-05-03 09:30:00
"12149","1. FC Nuernberg","TSV 1860 Muenchen",1,2,31,2002,2003-05-03 09:30:00
"12150","Energie Cottbus","Hamburger SV",0,0,31,2002,2003-05-03 09:30:00
"12151","VfL Bochum","Borussia Moenchengladbach",1,1,31,2002,2003-05-03 09:30:00
"12152","Hannover 96","VfB Stuttgart",1,2,31,2002,2003-05-03 09:30:00
"12153","Bayern Muenchen","1. FC Kaiserslautern",1,0,31,2002,2003-05-03 09:30:00
"12154","Bayer Leverkusen","Arminia Bielefeld",3,1,31,2002,2003-05-04 11:30:00
"12155","Hansa Rostock","Schalke 04",3,1,31,2002,2003-05-04 11:30:00
"12156","TSV 1860 Muenchen","Energie Cottbus",3,0,32,2002,2003-05-10 09:30:00
"12157","Borussia Dortmund","1. FC Nuernberg",4,1,32,2002,2003-05-10 09:30:00
"12158","Hertha BSC Berlin","Bayern Muenchen",3,6,32,2002,2003-05-10 09:30:00
"12159","VfB Stuttgart","Werder Bremen",0,1,32,2002,2003-05-10 09:30:00
"12160","Borussia Moenchengladbach","Hansa Rostock",3,0,32,2002,2003-05-10 09:30:00
"12161","Hamburger SV","Bayer Leverkusen",4,1,32,2002,2003-05-10 09:30:00
"12162","VfL Wolfsburg","1. FC Kaiserslautern",2,2,32,2002,2003-05-10 09:30:00
"12163","Schalke 04","Hannover 96",0,2,32,2002,2003-05-11 11:30:00
"12164","Arminia Bielefeld","VfL Bochum",1,3,32,2002,2003-05-11 11:30:00
"12165","VfL Wolfsburg","Hertha BSC Berlin",2,0,33,2002,2003-05-17 09:30:00
"12166","Energie Cottbus","1. FC Nuernberg",2,1,33,2002,2003-05-17 09:30:00
"12167","Bayer Leverkusen","TSV 1860 Muenchen",3,0,33,2002,2003-05-17 09:30:00
"12168","VfL Bochum","Hamburger SV",1,1,33,2002,2003-05-17 09:30:00
"12169","Hansa Rostock","Arminia Bielefeld",3,0,33,2002,2003-05-17 09:30:00
"12170","Hannover 96","Borussia Moenchengladbach",2,2,33,2002,2003-05-17 09:30:00
"12171","Werder Bremen","Schalke 04",2,1,33,2002,2003-05-17 09:30:00
"12172","Bayern Muenchen","VfB Stuttgart",2,1,33,2002,2003-05-17 09:30:00
"12173","1. FC Kaiserslautern","Borussia Dortmund",0,0,33,2002,2003-05-17 09:30:00
"12174","Borussia Dortmund","Energie Cottbus",1,1,34,2002,2003-05-24 09:30:00
"12175","VfB Stuttgart","VfL Wolfsburg",2,0,34,2002,2003-05-24 09:30:00
"12176","Schalke 04","Bayern Muenchen",1,0,34,2002,2003-05-24 09:30:00
"12177","Borussia Moenchengladbach","Werder Bremen",4,1,34,2002,2003-05-24 09:30:00
"12178","Arminia Bielefeld","Hannover 96",0,1,34,2002,2003-05-24 09:30:00
"12179","Hamburger SV","Hansa Rostock",2,0,34,2002,2003-05-24 09:30:00
"12180","TSV 1860 Muenchen","VfL Bochum",2,4,34,2002,2003-05-24 09:30:00
"12181","1. FC Nuernberg","Bayer Leverkusen",0,1,34,2002,2003-05-24 09:30:00
"12182","Hertha BSC Berlin","1. FC Kaiserslautern",2,0,34,2002,2003-05-24 09:30:00
"12183","Bayern Muenchen","Eintracht Frankfurt",3,1,1,2003,2003-08-01 14:30:00
"12184","VfL Wolfsburg","VfL Bochum",3,2,1,2003,2003-08-02 09:30:00
"12185","1. FC Kaiserslautern","TSV 1860 Muenchen",0,1,1,2003,2003-08-02 09:30:00
"12186","Hertha BSC Berlin","Werder Bremen",0,3,1,2003,2003-08-02 09:30:00
"12187","Bayer Leverkusen","SC Freiburg",4,1,1,2003,2003-08-02 09:30:00
"12188","Hamburger SV","Hannover 96",0,3,1,2003,2003-08-02 09:30:00
"12189","Schalke 04","Borussia Dortmund",2,2,1,2003,2003-08-02 09:30:00
"12190","Borussia Moenchengladbach","1. FC Koeln",1,0,1,2003,2003-08-03 11:30:00
"12191","Hansa Rostock","VfB Stuttgart",0,2,1,2003,2003-08-03 11:30:00
"12192","Hannover 96","Bayern Muenchen",3,3,2,2003,2003-08-09 09:30:00
"12193","SC Freiburg","Hansa Rostock",2,2,2,2003,2003-08-09 09:30:00
"12194","Werder Bremen","Borussia Moenchengladbach",1,1,2,2003,2003-08-09 09:30:00
"12195","1. FC Koeln","1. FC Kaiserslautern",1,2,2,2003,2003-08-09 09:30:00
"12196","TSV 1860 Muenchen","Schalke 04",1,1,2,2003,2003-08-09 09:30:00
"12197","Borussia Dortmund","VfL Wolfsburg",4,0,2,2003,2003-08-09 09:30:00
"12198","VfL Bochum","Hamburger SV",1,1,2,2003,2003-08-09 09:30:00
"12199","Eintracht Frankfurt","Bayer Leverkusen",1,2,2,2003,2003-08-10 11:30:00
"12200","VfB Stuttgart","Hertha BSC Berlin",0,0,2,2003,2003-08-10 11:30:00
"12201","1. FC Kaiserslautern","Werder Bremen",0,1,3,2003,2003-08-16 09:30:00
"12202","Borussia Moenchengladbach","VfB Stuttgart",0,1,3,2003,2003-08-16 09:30:00
"12203","Hertha BSC Berlin","SC Freiburg",0,0,3,2003,2003-08-16 09:30:00
"12204","Hansa Rostock","Eintracht Frankfurt",3,0,3,2003,2003-08-16 09:30:00
